OBJECTID_1,OBJECTID,LOCALID,NAME,GEOTYPE,FULLFIPS,LEGALAREA,EFFECTDATE,ENDDATE,SRCREF,ACRES,SQMILES,OLDNAME,NPU,CREATED_US,CREATED_DA,LAST_EDITE,LAST_EDI_1,GLOBALID,Shape_Leng,aggregatio,HasData,ORIGINAL_O,sourceCoun,apportionm,population,populati_1,gender_MED,gender_MAL,gender_M_1,gender_M_2,gender_M_3,gender_M_4,gender_M_5,gender_M_6,gender_M_7,gender_M_8,gender_M_9,gender__10,gender__11,gender__12,gender__13,gender__14,gender__15,gender__16,gender__17,gender__18,gender__19,gender__20,gender__21,gender__22,gender__23,gender__24,gender__25,gender__26,gender__27,gender_FEM,gender_F_1,gender_F_2,gender_F_3,gender_F_4,gender_F_5,gender_F_6,gender_F_7,gender_F_8,gender_F_9,gender__28,gender__29,gender__30,gender__31,gender__32,gender__33,gender__34,gender__35,gender__36,gender__37,gender__38,gender__39,gender__40,gender__41,gender__42,gender__43,gender__44,gender__45,householdt,OwnerRente,OwnerRen_1,OwnerRen_2,OwnerRen_3,housinguni,vacant_VAC,vacant_V_1,raceandhis,raceandh_1,raceandh_2,raceandh_3,raceandh_4,raceandh_5,raceandh_6,raceandh_7,raceandh_8,raceandh_9,raceand_10,raceand_11,hispanicor,hispanic_1,educationa,educatio_1,educatio_2,educatio_3,educatio_4,educatio_5,educatio_6,househol_1,households,householdi,homevalue_,F5yearincre,unitsinstr,unitsins_1,unitsins_2,unitsins_3,unitsins_4,unitsins_5,unitsins_6,unitsins_7,unitsins_8,unitsins_9,unitsin_10,unitsin_11,unitsin_12,unitsin_13,unitsin_14,unitsin_15,commute_AC,commute__1,commute__2,commute__3,commute__4,commute__5,commute__6,Shape__Area,Shape__Length
201,, ,Whittier Mill Village,Neighborhood, ,0,,, ,203.22,0.32,Whittier Village,D, ,,GIS,2022/05/24 00:00:00+00,{FF5EA60A-EAA0-4D1A-A36A-6A73E65B3B3F},12243.6947272527,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,322,US,2.576,2.191,1225,35.3,614,50.12,47,7.65,50,8.14,37,6.03,35,5.7,22,3.58,30,4.89,73,11.89,88,14.33,69,11.24,52,8.47,48,7.82,22,3.58,15,2.44,611,49.88,45,7.36,49,8.02,36,5.89,33,5.4,26,4.26,32,5.24,85,13.91,82,13.42,68,11.13,52,8.51,36,5.89,19,3.11,18,2.95,484,357,73.76,127,26.24,499,15,3.01,552,45.06,466,38.04,39,3.18,6,0.49,1,0.08,57,4.65,123,10.04,0,15.88,0,0.71,0,59.83,23.58,2.52,4.62,153949,500727,35.3,16,3.99,21,5.24,39,9.73,0,0,0,0,19,4.74,37,9.23,269,67.08,23.24,3.43,0,0,3.24,68.19,1.9,8852402.390625,12243.6947272527
202,, ,Hills Park,Neighborhood, ,0,,, ,968.8,1.51,Hills Park,D, ,,GIS,2022/05/24 00:00:00+00,{40F0B28C-64FB-4C17-9996-4D20DEA752CC},30539.1559600583,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,323,US,2.576,2.191,1303,35.7,649,49.81,50,7.7,53,8.17,40,6.16,31,4.78,24,3.7,41,6.32,73,11.25,81,12.48,76,11.71,58,8.94,47,7.24,30,4.62,17,2.62,654,50.19,56,8.56,56,8.56,32,4.89,25,3.82,33,5.05,44,6.73,67,10.24,90,13.76,70,10.7,50,7.65,44,6.73,26,3.98,16,2.45,470,342,72.77,128,27.23,492,22,4.47,733,56.25,338,25.94,53,4.07,4,0.31,0,0,44,3.38,121,9.29,2.55,4.22,0,14.43,2.44,46.5,27.86,2.77,5.9,200001,484298,35.7,36,10.43,2,0.58,5,1.45,25,7.25,5,1.45,0,0,14,4.06,259,75.07,32.59,0.74,0,0,0,61.3,4.63,42200629.5695801,30539.1559600583
203,, ,Bolton Hills,Neighborhood, ,0,,, ,46.62,0.07,Bolton Hills,G, ,,GIS,2022/05/24 00:00:00+00,{40CF5C4C-A8BE-4B8D-991F-74137FDFCB3B},5954.92816358133,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,324,US,2.576,2.191,135,33.4,63,46.67,4,6.35,5,7.94,6,9.52,6,9.52,4,6.35,4,6.35,6,9.52,3,4.76,6,9.52,2,3.17,4,6.35,4,6.35,3,4.76,72,53.33,6,8.33,4,5.56,4,5.56,3,4.17,6,8.33,8,11.11,4,5.56,4,5.56,6,8.33,4,5.56,4,5.56,3,4.17,2,2.78,48,20,41.67,28,58.33,58,10,17.24,10,7.41,107,79.26,2,1.48,0,0,1,0.74,7,5.19,11,8.15,5.75,42.53,3.45,19.54,27.59,0,1.15,2.81,0,60759,175000,33.4,0,0,0,0,20,37.74,6,11.32,0,0,0,0,0,0,23,43.4,5.56,0,0,0,14.81,55.56,24.07,2030575.27807617,5954.92816358133
204,, ,Carver Hills,Neighborhood, ,0,,, ,207.13,0.32,Carver Hills,G, ,,GIS,2022/05/24 00:00:00+00,{1DE8E79D-19B2-438E-81CB-6F5BCA0E930A},18173.1575253171,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,325,US,2.576,2.191,728,32.2,340,46.7,32,9.41,33,9.71,31,9.12,30,8.82,20,5.88,20,5.88,32,9.41,27,7.94,18,5.29,15,4.41,18,5.29,16,4.71,18,5.29,388,53.3,29,7.47,26,6.7,28,7.22,24,6.19,30,7.73,30,7.73,35,9.02,33,8.51,29,7.47,18,4.64,17,4.38,18,4.64,18,4.64,243,100,41.15,143,58.85,274,31,11.31,50,6.87,613,84.2,9,1.24,7,0.96,1,0.14,12,1.65,34,4.67,12.84,35.59,7.66,29.95,6.08,3.83,4.05,3,41.92,36969,157407,32.2,71,20.88,0,0,17,5,5,1.47,0,0,9,2.65,12,3.53,222,65.29,5.79,0,0,0,25.4,48.55,20.58,9022436.93579102,18173.1575253171
205,, ,Almond Park,Neighborhood, ,0,,, ,337.31,0.53,Almond Park/Carey Park,G, ,,GIS,2022/05/24 00:00:00+00,{E2D6AFCD-7D75-40E1-A900-D1EAE71266E2},18366.2129130469,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,326,US,2.576,2.191,963,28.9,432,44.86,55,12.73,52,12.04,46,10.65,34,7.87,23,5.32,25,5.79,27,6.25,28,6.48,26,6.02,18,4.17,16,3.7,14,3.24,24,5.56,531,55.14,54,10.17,50,9.42,43,8.1,34,6.4,32,6.03,48,9.04,59,11.11,38,7.16,31,5.84,23,4.33,21,3.95,18,3.39,19,3.58,362,57,15.75,305,84.25,392,30,7.65,16,1.66,903,93.77,3,0.31,4,0.42,0,0,14,1.45,21,2.18,7.78,59.07,0,12.96,0,16.67,0,2.66,38.66,29007,176250,28.9,83,15.17,50,9.14,55,10.05,128,23.4,0,0,25,4.57,24,4.39,181,33.09,5.86,11.42,0,0,9.26,70.99,2.47,14693291.3776855,18366.2129130469
206,, ,Browns Mill Park,Neighborhood, ,0,,, ,656.34,1.03,Browns Mill Park,Z, ,,GIS,2022/05/24 00:00:00+00,{CFF2126B-68F1-4DC6-9A8C-8E869C1C2AA6},31132.9218989219,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,327,US,2.576,2.191,2605,36.2,1232,47.29,92,7.47,98,7.95,95,7.71,88,7.14,91,7.39,75,6.09,93,7.55,101,8.2,85,6.9,64,5.19,65,5.28,61,4.95,58,4.71,1373,52.71,70,5.1,79,5.75,102,7.43,78,5.68,88,6.41,92,6.7,112,8.16,104,7.57,101,7.36,87,6.34,64,4.66,69,5.03,85,6.19,1075,538,50.05,537,49.95,1207,132,10.94,79,3.03,2323,89.17,7,0.27,7,0.27,0,0,115,4.41,175,6.72,13.56,33.43,2.2,19.58,2.84,12.8,10.6,2.42,31.62,36672,221591,36.2,83,8.48,31,3.17,12,1.23,161,16.45,25,2.55,31,3.17,37,3.78,593,60.57,15.19,0,0,0,5.28,67.64,10.96,28589892.5871582,31132.9218989219
207,, ,Swallow Circle/Baywood,Neighborhood, ,0,,, ,199.5,0.31,Swallow Circle/Baywood,Z, ,,GIS,2022/05/24 00:00:00+00,{C7B1F20E-0B9F-462D-A588-A10F009201C3},12494.8820472887,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,328,US,2.576,2.191,519,34.3,241,46.44,17,7.05,15,6.22,23,9.54,16,6.64,19,7.88,25,10.37,14,5.81,15,6.22,18,7.47,12,4.98,14,5.81,15,6.22,11,4.56,278,53.56,23,8.27,20,7.19,19,6.83,18,6.47,12,4.32,22,7.91,20,7.19,21,7.55,16,5.76,17,6.12,10,3.6,15,5.4,13,4.68,190,114,60,76,40,222,32,14.41,35,6.74,441,84.97,2,0.39,2,0.39,0,0,20,3.85,35,6.74,7.1,18.64,0,34.91,10.06,20.71,5.62,2.73,48.33,43473,112500,34.3,0,0,0,0,0,0,9,3.16,0,0,0,0,0,0,265,92.98,20.13,24.53,0,0,0,49.06,6.29,8689997.12744141,12494.8820472887
208,, ,Polar Rock,Neighborhood, ,0,,, ,299.83,0.47,Polar Rock,Z, ,,GIS,2022/05/24 00:00:00+00,{7A0CC076-8AF4-485F-8F32-0F6991CE7E2F},16462.8112488756,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,329,US,2.576,2.191,959,31.2,454,47.34,33,7.27,39,8.59,40,8.81,34,7.49,34,7.49,45,9.91,38,8.37,22,4.85,26,5.73,29,6.39,29,6.39,17,3.74,17,3.74,505,52.66,40,7.92,48,9.5,28,5.54,29,5.74,44,8.71,42,8.32,38,7.52,42,8.32,25,4.95,21,4.16,28,5.54,21,4.16,27,5.35,343,187,54.52,156,45.48,396,53,13.38,84,8.76,782,81.54,4,0.42,4,0.42,1,0.1,26,2.71,75,7.82,14.31,31.35,4.94,20.27,8.18,11.07,9.88,2.8,53.37,41180,42661,31.2,0,0,0,0,0,0,0,0,0,0,19,4.7,0,0,384,95.05,0.38,0.38,8.35,0,9.3,45.54,36.05,13060667.6821289,16462.8112488756
209,, ,Sylvan Hills,Neighborhood, ,0,,, ,1052.92,1.65,Sylvan Hills,X, ,,GIS,2022/05/24 00:00:00+00,{EFB04CA7-E97E-46C8-84BA-1A9798F7C9A6},34348.5593064734,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,330,US,2.576,2.191,4606,37.8,2177,47.26,144,6.61,131,6.02,98,4.5,115,5.28,156,7.17,155,7.12,218,10.01,187,8.59,145,6.66,128,5.88,138,6.34,136,6.25,132,6.06,2429,52.74,136,5.6,145,5.97,125,5.15,106,4.36,138,5.68,181,7.45,234,9.63,201,8.28,155,6.38,139,5.72,136,5.6,120,4.94,148,6.09,1963,902,45.95,1061,54.05,2195,232,10.57,577,12.53,3680,79.9,52,1.13,14,0.3,0,0,67,1.45,174,3.78,5.56,31.36,1.93,15.77,11.51,18.76,12.39,2.31,14.16,57243,321429,37.8,68,3.22,102,4.83,41,1.94,124,5.87,189,8.95,110,5.21,70,3.31,1406,66.57,21.83,0.26,2.06,0,11.85,61.04,2.96,45865190.3071289,34348.5593064734
210,, ,Capitol View Manor,Neighborhood, ,0,,, ,146.86,0.23,Capitol View Manor,X, ,,GIS,2022/05/24 00:00:00+00,{83DC077C-28F5-4484-BED2-EB34D1267071},11071.568535204,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,331,US,2.576,2.191,578,41.4,296,51.21,8,2.7,12,4.05,16,5.41,12,4.05,16,5.41,21,7.09,40,13.51,25,8.45,25,8.45,19,6.42,21,7.09,16,5.41,19,6.42,282,48.79,12,4.26,5,1.77,16,5.67,14,4.96,8,2.84,31,10.99,33,11.7,7,2.48,21,7.45,25,8.87,11,3.9,12,4.26,11,3.9,253,172,67.98,81,32.02,282,29,10.28,123,21.28,418,72.32,6,1.04,2,0.35,0,0,4,0.69,28,4.84,1.75,28.6,0,17.69,2.62,21.83,21.18,2.28,2.32,165029,316667,41.4,0,0,0,0,0,0,23,5.53,0,0,0,0,0,0,393,94.47,43.91,0,0,0,0,56.09,0,6397086.04077148,11071.568535204
211,, ,Amal Heights,Neighborhood, ,0,,, ,36.42,0.06,Amal Heights,Y, ,,GIS,2022/05/24 00:00:00+00,{404C3E0A-5EB5-49FE-8B54-8A03A4D612EC},6472.24074482636,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,332,US,2.576,2.191,1011,32.5,470,46.49,40,8.51,39,8.3,40,8.51,40,8.51,29,6.17,29,6.17,39,8.3,33,7.02,34,7.23,35,7.45,25,5.32,20,4.26,19,4.04,541,53.51,35,6.47,35,6.47,42,7.76,42,7.76,43,7.95,47,8.69,43,7.95,45,8.32,40,7.39,28,5.18,25,4.62,25,4.62,22,4.07,383,113,29.5,270,70.5,387,4,1.03,23,2.27,933,92.28,2,0.2,2,0.2,0,0,19,1.88,28,2.77,13.67,22.67,4.98,13.02,15.59,6.59,15.92,2.64,46.73,25281,254082,32.5,25,7.31,39,11.4,20,5.85,13,3.8,21,6.14,41,11.99,63,18.42,121,35.38,3.3,0,0,0,17.45,66.51,12.74,1586489.06982422,6472.24074482636
212,, ,West Lake,Neighborhood, ,0,,, ,185.45,0.29,West Lake,J, ,,GIS,2022/05/24 00:00:00+00,{075310B8-F0F0-4434-96B4-E2D519FEF105},12575.3874739811,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,333,US,2.576,2.191,1012,44.3,518,51.19,19,3.67,21,4.05,29,5.6,28,5.41,22,4.25,27,5.21,30,5.79,40,7.72,33,6.37,36,6.95,43,8.3,46,8.88,36,6.95,494,48.81,34,6.88,35,7.09,28,5.67,27,5.47,28,5.67,25,5.06,34,6.88,27,5.47,28,5.67,24,4.86,27,5.47,29,5.87,28,5.67,408,161,39.46,247,60.54,505,97,19.21,47,4.64,929,91.8,2,0.2,3,0.3,1,0.1,8,0.79,25,2.47,4.85,22.37,1.62,11.99,7.55,47.44,3.1,2.3,51.24,18292,208824,44.3,85,10.24,49,5.9,4,0.48,10,1.2,0,0,25,3.01,0,0,657,79.16,17.68,0,1.93,0,13.18,62.7,5.14,8078169.76611328,12575.3874739811
213,, ,Lakewood Heights,Neighborhood, ,0,,, ,882.83,1.38,Lakewood Heights,Y, ,,GIS,2022/05/24 00:00:00+00,{8183053D-F0BB-4392-8F26-7BD8B44BD3EF},35541.3395092643,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,334,US,2.576,2.191,1759,33.8,840,47.75,57,6.79,53,6.31,62,7.38,61,7.26,58,6.9,103,12.26,79,9.4,68,8.1,59,7.02,48,5.71,47,5.6,39,4.64,25,2.98,919,52.25,55,5.98,52,5.66,57,6.2,54,5.88,61,6.64,81,8.81,86,9.36,71,7.73,79,8.6,70,7.62,40,4.35,45,4.9,38,4.13,669,351,52.47,318,47.53,769,100,13,143,8.13,1454,82.66,10,0.57,6,0.34,1,0.06,48,2.73,82,4.66,7.07,20.45,4.46,15.74,13.38,20.37,16.75,2.63,20.55,56678,247866,33.8,63,7.72,1,0.12,28,3.43,112,13.73,5,0.61,3,0.37,61,7.48,538,65.93,26.42,5.21,0,0,7.82,49.64,10.9,38456138.0969238,35541.3395092643
214,, ,South Atlanta,Neighborhood, ,0,,, ,295.67,0.46,South Atlanta,Y, ,,GIS,2022/05/24 00:00:00+00,{B33D913B-ADBE-4777-A8B1-AF1E72F83CEE},17023.7348647979,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,335,US,2.576,2.191,1879,34.2,899,47.84,56,6.23,61,6.79,65,7.23,41,4.56,68,7.56,87,9.68,96,10.68,82,9.12,67,7.45,53,5.9,57,6.34,46,5.12,43,4.78,980,52.16,51,5.2,56,5.71,62,6.33,54,5.51,88,8.98,84,8.57,101,10.31,76,7.76,76,7.76,55,5.61,50,5.1,49,5,44,4.49,791,338,42.73,453,57.27,883,92,10.42,232,12.35,1490,79.3,8,0.43,3,0.16,1,0.05,37,1.97,75,3.99,9.56,21.39,9.8,17.79,13.87,13.09,12.62,2.37,26.88,50278,286957,34.2,19,2.5,47,6.19,121,15.94,77,10.14,0,0,10,1.32,18,2.37,458,60.34,13.93,4.64,1.5,0,8.61,56.28,14.34,12879253.1552734,17023.7348647979
215,, ,Collier Heights,Neighborhood, ,0,,, ,1247.12,1.95,Collier Heights,I, ,,GIS,2022/05/24 00:00:00+00,{EF80017E-56AA-410C-8268-AF51AF95DACA},30902.6954995164,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,336,US,2.576,2.191,5270,41.4,2380,45.16,125,5.25,144,6.05,199,8.36,144,6.05,139,5.84,153,6.43,165,6.93,183,7.69,143,6.01,132,5.55,137,5.76,126,5.29,148,6.22,2890,54.84,131,4.53,141,4.88,174,6.02,172,5.95,148,5.12,137,4.74,218,7.54,173,5.99,175,6.06,171,5.92,150,5.19,169,5.85,204,7.06,2259,1187,52.55,1072,47.45,2532,273,10.78,134,2.54,4923,93.42,16,0.3,9,0.17,1,0.02,36,0.68,108,2.05,5.44,32.54,3.73,16.07,1.33,24.17,15.54,2.33,23.32,39878,228305,41.4,426,16.28,41,1.57,163,6.23,0,0,24,0.92,53,2.03,52,1.99,1703,65.07,12.97,3.33,4.42,0,14.58,60.33,4.36,54324347.5095215,30902.6954995164
216,, ,Ivan Hill,Neighborhood, ,0,,, ,64.65,0.1,Ivan Hill,I, ,,GIS,2022/05/24 00:00:00+00,{19F5045B-B48E-4108-B654-1A5BFF723872},7480.24036136394,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",0,337,US,2.576,2.191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2815961.35546875,7480.24036136393
217,, ,Chalet Woods,Neighborhood, ,0,,, ,76.75,0.12,Chalet Woods,I, ,,GIS,2022/05/24 00:00:00+00,{69C4F8B7-A683-414B-B3D9-CE83CCE52A6D},7410.57763350917,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,338,US,2.576,2.191,289,44,134,46.37,7,5.22,8,5.97,7,5.22,9,6.72,4,2.99,6,4.48,8,5.97,11,8.21,11,8.21,11,8.21,8,5.97,8,5.97,8,5.97,155,53.63,4,2.58,5,3.23,6,3.87,9,5.81,10,6.45,9,5.81,9,5.81,12,7.74,11,7.1,7,4.52,8,5.16,8,5.16,11,7.1,123,103,83.74,20,16.26,123,0,0,5,1.73,269,93.08,0,0,0,0,0,0,3,1.04,5,1.73,2.28,19.18,2.74,8.22,10.05,32.42,25.11,2.35,11.11,96088,288095,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,100,20.21,0,5.32,0,10.64,59.57,4.26,3343174.93359375,7410.57763350917
218,, ,Florida Heights,Neighborhood, ,0,,, ,247.1,0.39,Florida Heights,I, ,,GIS,2022/05/24 00:00:00+00,{08804E6E-9958-45D0-8108-3F9552BC87B7},14626.5649874691,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,339,US,2.576,2.191,1029,35.6,475,46.16,32,6.74,34,7.16,36,7.58,43,9.05,29,6.11,26,5.47,38,8,31,6.53,32,6.74,30,6.32,30,6.32,27,5.68,26,5.47,554,53.84,32,5.78,34,6.14,34,6.14,36,6.5,41,7.4,41,7.4,50,9.03,46,8.3,36,6.5,37,6.68,31,5.6,24,4.33,30,5.42,385,138,35.84,247,64.16,494,109,22.06,23,2.24,966,93.88,3,0.29,0,0,0,0,12,1.17,30,2.92,12.41,30.72,7.09,25.85,7.39,13,3.55,2.67,43.08,36440,171250,35.6,51,8.72,0,0,152,25.98,30,5.13,53,9.06,66,11.28,32,5.47,201,34.36,3.55,0,12.9,0,26.13,57.42,0.65,10763710.4882812,14626.5649874691
219,, ,Green Acres Valley,Neighborhood, ,0,,, ,48.76,0.08,Green Acres Valley,I, ,,GIS,2022/05/24 00:00:00+00,{A4D428B4-F5CD-4308-A5D8-BEDFB6B99195},5838.72643558473,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,340,US,2.576,2.191,141,49.2,61,43.26,3,4.92,3,4.92,2,3.28,3,4.92,4,6.56,3,4.92,3,4.92,4,6.56,5,8.2,4,6.56,5,8.2,3,4.92,4,6.56,80,56.74,3,3.75,2,2.5,2,2.5,3,3.75,4,5,3,3.75,5,6.25,5,6.25,6,7.5,6,7.5,4,5,4,5,5,6.25,66,55,83.33,11,16.67,66,0,0,2,1.42,131,92.91,1,0.71,1,0.71,0,0,2,1.42,3,2.13,1.79,8.04,0,0.89,8.93,34.82,45.54,2.05,10.71,80645,320588,49.2,0,0,0,0,0,0,0,0,0,0,0,0,21,38.89,34,62.96,23.08,15.38,0,0,6.41,55.13,0,2123882.50927734,5838.72643558473
220,, ,Green Forest Acres,Neighborhood, ,0,,, ,101.41,0.16,Green Forest Acres,I, ,,GIS,2022/05/24 00:00:00+00,{45742EE9-CDE8-456B-A876-C88370B1A543},10358.5924216649,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,341,US,2.576,2.191,232,49.6,106,45.69,4,3.77,4,3.77,5,4.72,6,5.66,7,6.6,5,4.72,6,5.66,7,6.6,8,7.55,7,6.6,9,8.49,7,6.6,7,6.6,126,54.31,4,3.17,4,3.17,4,3.17,5,3.97,7,5.56,5,3.97,7,5.56,8,6.35,9,7.14,7,5.56,8,6.35,7,5.56,8,6.35,99,84,84.85,15,15.15,99,0,0,4,1.72,213,91.81,1,0.43,1,0.43,0,0,4,1.72,6,2.59,5.49,9.89,3.85,15.38,8.24,25.27,31.87,2.29,5.3,89048,291667,49.6,0,0,0,0,0,0,0,0,0,0,0,0,16,12.7,110,87.3,11.27,7.04,0,0,21.83,59.15,0.7,4417195.05786133,10358.5924216649
221,, ,Magnum Manor,Neighborhood, ,0,,, ,150.08,0.23,Magnum Manor,I, ,,GIS,2022/05/24 00:00:00+00,{4FE97DFE-BBAC-468A-A2A8-360047D72FE0},10419.8601499537,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,342,US,2.576,2.191,384,49.7,182,47.4,5,2.75,6,3.3,11,6.04,11,6.04,12,6.59,9,4.95,10,5.49,12,6.59,12,6.59,12,6.59,14,7.69,15,8.24,13,7.14,202,52.6,5,2.48,5,2.48,7,3.47,6,2.97,14,6.93,10,4.95,10,4.95,11,5.45,13,6.44,10,4.95,13,6.44,13,6.44,14,6.93,152,131,86.18,21,13.82,161,9,5.59,7,1.82,348,90.62,2,0.52,2,0.52,0,0,8,2.08,12,3.12,8.64,10.96,6.64,25.58,7.64,18.6,21.93,2.51,3.19,102017,269697,49.7,0,0,0,0,0,0,0,0,0,0,0,0,8,3.16,245,96.84,3.25,2.03,0,0,31.71,61.38,1.63,6537642.00561523,10419.8601499537
222,, ,Old Fourth Ward,Neighborhood, ,0,,, ,783.1,1.22,Old Fourth Ward,M, ,,GIS,2022/05/24 00:00:00+00,{933AD6B6-681B-4748-8268-7F6C957FE691},25771.1156377895,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,343,US,2.576,2.191,14861,32.8,7474,50.29,306,4.09,177,2.37,130,1.74,189,2.53,568,7.6,1311,17.54,1531,20.48,857,11.47,454,6.07,351,4.7,373,4.99,348,4.66,317,4.24,7387,49.71,274,3.71,202,2.73,153,2.07,193,2.61,615,8.33,1596,21.61,1533,20.75,751,10.17,399,5.4,302,4.09,284,3.84,248,3.36,243,3.29,9219,2536,27.51,6683,72.49,10895,1676,15.38,7185,48.35,5219,35.12,979,6.59,41,0.28,4,0.03,315,2.12,938,6.31,2.92,7.44,1.12,8.3,5.18,38.36,35.97,1.57,20.44,102328,534472,32.8,4975,53.84,997,10.79,645,6.98,723,7.82,275,2.98,121,1.31,603,6.53,903,9.77,30.28,3.73,5.38,1.72,2.24,54.12,2.31,34111772.9174805,25771.1156377895
223,, ,Downtown,Neighborhood, ,0,,, ,1256.23,1.96,Downtown,M, ,,GIS,2022/05/24 00:00:00+00,{315A7653-94BA-4921-A507-0BBE6F94BB40},32010.5048949867,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,344,US,2.576,2.191,19092,26.6,10567,55.35,260,2.46,160,1.51,129,1.22,1447,13.69,2248,21.27,1319,12.48,1203,11.38,719,6.8,645,6.1,651,6.16,521,4.93,421,3.98,374,3.54,8525,44.65,158,1.85,143,1.68,121,1.42,1915,22.46,2244,26.32,930,10.91,720,8.45,455,5.34,320,3.75,346,4.06,267,3.13,223,2.62,206,2.42,5759,1636,28.41,4123,71.59,7134,1375,19.27,6235,32.66,9708,50.85,1315,6.89,51,0.27,21,0.11,566,2.96,1540,8.07,3.85,14.04,5.01,14.1,8.74,30.85,21.27,1.8,18.18,67231,388493,26.6,3743,61.38,673,11.04,438,7.18,658,10.79,77,1.26,20,0.33,227,3.72,264,4.33,21.78,2.07,11.49,0.19,11.13,43.71,8.71,54721302.7619629,32010.5048949867
224,, ,Georgia Tech,Neighborhood, ,0,,, ,358.85,0.56,Georgia Tech,E, ,,GIS,2022/05/24 00:00:00+00,{FCC71FC0-B6EB-4A66-AF21-FC886FC04B48},16321.849516989,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,345,US,2.576,2.191,6084,21.8,3672,60.36,7,0.19,3,0.08,3,0.08,903,24.59,2666,72.6,44,1.2,15,0.41,6,0.16,3,0.08,6,0.16,6,0.16,3,0.08,3,0.08,2412,39.64,7,0.29,5,0.21,1,0.04,509,21.1,1795,74.42,42,1.74,16,0.66,4,0.17,5,0.21,3,0.12,16,0.66,1,0.04,2,0.08,41,1,2.44,40,97.56,59,18,30.51,4368,71.79,514,8.45,609,10.01,18,0.3,13,0.21,235,3.86,518,8.51,0,9.19,0,3.78,0,31.35,55.68,9.1,66.67,156924,350000,21.8,0,0,0,0,0,0,1,12.5,2,25,1,12.5,0,0,3,37.5,26.93,0.37,46.73,1.1,3.9,15.75,5.22,15631241.6787109,16321.849516989
225,, ,Home Park,Neighborhood, ,0,,, ,319.21,0.5,Home Park,E, ,,GIS,2022/05/24 00:00:00+00,{158965FD-323D-43A0-963B-057237D93B98},16342.7832214772,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",1,346,US,2.576,2.191,4264,24.3,2522,59.15,24,0.95,19,0.75,18,0.71,410,16.26,884,35.05,553,21.93,240,9.52,105,4.16,49,1.94,41,1.63,44,1.74,44,1.74,44,1.74,1742,40.85,42,2.41,22,1.26,9,0.52,285,16.36,619,35.53,320,18.37,161,9.24,63,3.62,29,1.66,48,2.76,44,2.53,26,1.49,18,1.03,2024,392,19.37,1632,80.63,2297,273,11.89,1878,44.04,885,20.76,1058,24.81,27,0.63,4,0.09,110,2.58,346,8.11,3.88,8.6,0,5.33,4.61,44.28,33.3,1.57,28.19,58208,646368,24.3,1149,52.47,105,4.79,56,2.56,34,1.55,155,7.08,102,4.66,167,7.63,402,18.36,27.37,2.71,17.32,2.35,8.4,37.56,4.18,13904726.8168945,16342.7832214772
